1st Term GPA,2nd Term GPA,First Language,Funding,School,Fast Track,Coop,Residency,Gender,Prev Education,Age Group,High School Average Mark,Math Score,English Grade,FirstYearPersistence
3.043478,3.08,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
2.32,2.45,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,81.0,30.0,Level-160,1.0
0.48,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,70.0,24.0,Level-170,0.0
3.333333,3.46,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,21 to 25,,,Level-170,1.0
3.105263,2.666667,English,GPOG_FT,6.0,No,Yes,Domestic,Female,PostSecondary,19 to 20,82.0,,,1.0
3.568182,2.826923,,Intl Regular,6.0,No,No,International,Female,HighSchool,21 to 25,,31.0,Level-141,1.0
3.309524,2.868421,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,21 to 25,,30.0,Level-171,1.0
3.979167,4.227273,Other,Second Career Program,6.0,No,No,Domestic,Male,HighSchool,36 to 40,84.0,48.0,Level-161,1.0
2.204545,2.347826,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,19 to 20,,18.0,Level-160,1.0
2.880952,2.47619,English,Apprentice_PS,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,68.0,21.0,Level-160,1.0
2.454545,1.84375,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,72.0,31.0,Level-160,1.0
4.434783,4.5,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,93.0,44.0,Level-170,1.0
3.659091,3.526316,English,GPOG_FT,6.0,Yes,No,Domestic,Female,PostSecondary,36 to 40,,,Level-161,1.0
4.217391,4.270833,Other,Intl Regular,6.0,Yes,Yes,International,Female,PostSecondary,21 to 25,,,Level-171,1.0
4.369565,4.357143,Other,Intl Regular,6.0,No,No,International,Female,HighSchool,19 to 20,,49.0,Level-160,1.0
3.56,1.309524,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,83.0,24.0,Level-160,1.0
3.869565,3.291667,Other,Intl Regular,6.0,Yes,Yes,International,Male,PostSecondary,21 to 25,,,Level-171,1.0
2.825,3.595238,,Intl Regular,6.0,No,No,International,Male,HighSchool,21 to 25,,46.0,Level-141,1.0
3.8,3.795455,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,21 to 25,,,Level-160,1.0
2.833333,2.28,Other,Intl Regular,6.0,No,Yes,International,Female,HighSchool,19 to 20,84.0,48.0,Level-161,1.0
3.608696,2.630435,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,0 to 18,,44.0,Level-141,1.0
2.916667,3.416667,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,34.0,Level-171,1.0
2.934783,2.846154,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
3.090909,2.981481,English,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,26 to 30,,,Level-161,1.0
2.047619,2.404762,,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-160,1.0
3.630435,4.02381,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,0 to 18,,45.0,Level-160,1.0
1.5,2.545455,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,21 to 25,80.0,25.0,Level-160,0.0
2.913043,3.173077,Other,GPOG_FT,6.0,Yes,No,Domestic,Female,PostSecondary,31 to 35,,,Level-161,1.0
2.547619,2.0,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,,14.0,Level-160,1.0
3.5,3.022727,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,19 to 20,80.0,22.0,Level-170,1.0
3.238095,3.230769,Other,Intl Regular,6.0,No,No,International,Female,PostSecondary,0 to 18,,32.0,Level-161,1.0
3.270833,3.410714,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
3.8125,3.84,,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-161,1.0
0.0,,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,19 to 20,67.0,,,0.0
2.5,,,Intl Regular,6.0,No,No,International,Male,HighSchool,19 to 20,,47.0,Level-171,0.0
2.318182,1.552632,Other,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,78.0,23.0,Level-141,1.0
4.021739,3.952381,Other,Intl Regular,6.0,No,No,International,Female,PostSecondary,0 to 18,,43.0,Level-161,1.0
0.285714,,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,93.0,23.0,Level-160,0.0
4.363636,4.184211,English,Second Career Program,6.0,No,No,Domestic,Male,0,41 to 50,,39.0,Level-171,1.0
4.052632,3.222222,English,GPOG_FT,6.0,No,Yes,Domestic,Female,0,19 to 20,87.0,38.0,Level-170,1.0
3.380952,2.840909,English,GPOG_FT,6.0,No,Yes,Domestic,Male,0,26 to 30,91.0,48.0,Level-160,1.0
2.5,2.452381,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-160,1.0
4.309524,4.357143,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,26 to 30,84.0,43.0,Level-170,1.0
1.75,1.071429,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,26 to 30,,,Level-161,1.0
2.964286,3.111111,English,GPOG_FT,6.0,No,No,Domestic,Female,PostSecondary,21 to 25,86.0,,Level-170,1.0
3.368421,2.152174,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,21 to 25,74.0,24.0,Level-141,1.0
3.26087,2.857143,,Intl Regular,6.0,No,Yes,International,Male,HighSchool,19 to 20,,45.0,Level-161,1.0
1.0,1.380952,Other,Intl Regular,6.0,No,No,International,Female,PostSecondary,0 to 18,,26.0,Level-161,0.0
0.375,0.0,English,GPOG_FT,6.0,No,Yes,Domestic,Female,HighSchool,19 to 20,63.0,22.0,Level-170,0.0
3.28,3.166667,English,Apprentice_PS,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,90.0,31.0,Level-170,1.0
1.477273,1.5,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,0 to 18,,15.0,Level-171,1.0
2.357143,2.45,Other,GPOG_FT,6.0,No,No,Domestic,Female,0,19 to 20,86.0,30.0,Level-160,1.0
4.045455,4.236842,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,92.0,38.0,Level-170,1.0
4.0,3.666667,English,GPOG_FT,6.0,No,No,Domestic,Female,PostSecondary,21 to 25,86.0,,Level-170,1.0
0.0,,,Intl Regular,6.0,No,No,International,Male,HighSchool,0 to 18,,45.0,Level-161,0.0
3.6,3.022727,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,,Level-161,1.0
3.571429,2.477273,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,26 to 30,,,Level-141,1.0
3.852941,4.029412,English,GPOG_FT,6.0,No,Yes,Domestic,Male,0,41 to 50,,34.0,Level-170,1.0
1.964286,2.868421,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,0 to 18,,44.0,Level-171,1.0
4.285714,3.964286,,Intl Regular,6.0,No,No,International,Male,HighSchool,21 to 25,,47.0,Level-171,1.0
3.4,3.096154,Other,Intl Regular,6.0,No,Yes,International,Male,HighSchool,19 to 20,,46.0,Level-171,1.0
2.25,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,59.0,20.0,Level-170,0.0
3.204545,3.875,English,GPOG_FT,6.0,No,Yes,Domestic,Female,HighSchool,21 to 25,,23.0,Level-170,1.0
3.543478,3.538462,,Intl Regular,6.0,Yes,No,International,Male,HighSchool,26 to 30,,35.0,Level-171,1.0
3.76,2.98,Other,Intl Regular,6.0,Yes,Yes,International,Male,HighSchool,21 to 25,,,Level-160,1.0
4.23913,4.021739,English,GPOG_FT,6.0,Yes,Yes,Domestic,Male,PostSecondary,21 to 25,107.0,,Level-170,1.0
3.619048,3.565217,English,GPOG_FT,6.0,No,Yes,Domestic,Female,PostSecondary,21 to 25,88.0,33.0,Level-170,1.0
3.863636,3.840909,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,51 to 60,,,Level-171,1.0
2.25,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,75.0,34.0,Level-170,0.0
2.472222,2.547619,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-160,1.0
1.605263,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,78.0,22.0,Level-170,0.0
2.941176,0.78125,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,68.0,,Level-170,1.0
3.613636,2.795455,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,19 to 20,88.0,46.0,Level-161,1.0
3.375,3.047619,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,0 to 18,,48.0,Level-170,1.0
3.413043,2.98,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-171,1.0
3.847826,3.652174,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,0 to 18,,47.0,Level-161,1.0
3.62,4.145833,English,Apprentice_PS,6.0,No,Yes,Domestic,Male,PostSecondary,21 to 25,,30.0,Level-170,1.0
1.736842,0.0,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,64.0,19.0,Level-160,1.0
3.652174,3.454545,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
1.52381,,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,31 to 35,,36.0,Level-170,0.0
1.961538,0.0,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,72.0,33.0,Level-170,0.0
2.214286,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,67.0,17.0,Level-160,0.0
4.391304,4.192308,English,GPOG_FT,6.0,Yes,Yes,Domestic,Male,PostSecondary,26 to 30,92.0,,Level-171,1.0
0.42,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,60.0,,Level-140,0.0
3.057692,3.4,English,Work Safety Insurance Board,6.0,No,No,Domestic,Male,0,41 to 50,67.0,31.0,Level-170,1.0
2.608696,2.403846,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,23.0,Level-161,1.0
1.833333,0.75,Other,Intl Regular,6.0,No,No,International,Female,HighSchool,19 to 20,,16.0,Level-140,1.0
4.095238,4.333333,English,GPOG_FT,6.0,No,No,Domestic,Female,PostSecondary,21 to 25,97.0,,Level-171,1.0
4.021739,3.694444,English,GPOG_FT,6.0,No,No,Domestic,Female,HighSchool,0 to 18,86.0,37.0,Level-170,0.0
3.52,1.85,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,89.0,38.0,,0.0
4.304348,4.24,English,GPOG_FT,6.0,Yes,No,Domestic,Male,PostSecondary,26 to 30,,,Level-170,1.0
1.307692,1.15,English,GPOG_FT,6.0,No,No,Domestic,Male,0,0 to 18,63.0,18.0,Level-160,1.0
0.97619,1.111111,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,60.0,,Level-171,0.0
3.913043,4.131579,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,26 to 30,84.0,24.0,,1.0
3.645833,3.590909,,Intl Regular,6.0,Yes,Yes,International,Male,,,,,Level-171,1.0
3.304348,2.403846,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-160,1.0
4.153846,4.021739,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,48.0,Level-161,1.0
2.214286,1.638889,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,61.0,23.0,Level-160,1.0
2.263158,1.863636,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,63.0,16.0,Level-160,1.0
2.425,2.565217,Other,Intl Regular,6.0,No,Yes,International,Female,0,19 to 20,62.0,37.0,Level-141,1.0
3.4375,3.192308,Other,Intl Regular,6.0,Yes,Yes,International,Male,HighSchool,21 to 25,,,Level-171,1.0
2.477273,1.54,Other,Intl Regular,6.0,Yes,Yes,International,Male,HighSchool,21 to 25,,,Level-170,1.0
3.847826,2.826923,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-171,1.0
3.630435,3.769231,Other,GPOG_FT,6.0,Yes,No,Domestic,Male,PostSecondary,31 to 35,95.0,,Level-161,1.0
0.78,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,58.0,25.0,Level-160,0.0
4.0,3.5,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,21 to 25,,,Level-170,1.0
3.477273,3.596154,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-171,1.0
1.913043,3.25,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,76.0,35.0,Level-170,0.0
1.352941,2.464286,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,36 to 40,62.0,22.0,Level-140,1.0
3.0,3.16,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,26 to 30,,,Level-161,1.0
1.928571,2.807692,Other,Intl Regular,6.0,No,Yes,International,Male,HighSchool,19 to 20,67.0,44.0,Level-161,1.0
4.363636,4.431818,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,31 to 35,,47.0,Level-170,1.0
3.037037,3.204545,,Intl Regular,6.0,Yes,Yes,International,Female,HighSchool,21 to 25,,,Level-161,1.0
2.947368,2.388889,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,76.0,16.0,Level-170,1.0
2.46875,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,70.0,,Level-160,0.0
2.552632,1.615385,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,78.0,29.0,Level-170,1.0
4.090909,4.0,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,90.0,31.0,Level-170,1.0
3.5625,3.729167,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,0 to 18,,47.0,Level-161,1.0
0.52,,Other,GPOG_FT,6.0,No,No,Domestic,Male,0,26 to 30,60.0,32.0,Level-141,0.0
2.0,0.0,,Intl Regular,6.0,No,Yes,International,Male,HighSchool,19 to 20,,46.0,Level-161,1.0
0.0,1.727273,English,GPOG_FT,6.0,No,No,Domestic,Male,0,26 to 30,89.0,14.0,Level-140,1.0
3.525,3.021739,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,88.0,36.0,Level-170,1.0
2.75,3.0,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
2.916667,2.35,Other,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,78.0,40.0,Level-161,1.0
3.608696,3.611111,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,85.0,40.0,Level-170,1.0
2.657895,1.5625,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,73.0,27.0,Level-170,1.0
0.5,2.5,Other,Intl Regular,6.0,No,Yes,International,Male,HighSchool,26 to 30,,,,1.0
4.347826,4.06,English,GPOG_FT,6.0,Yes,Yes,Domestic,Female,PostSecondary,21 to 25,102.0,,Level-170,1.0
2.86,2.375,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-171,1.0
3.347826,3.263158,,Intl Regular,6.0,No,Yes,International,Female,HighSchool,19 to 20,,21.0,Level-170,1.0
2.52381,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,84.0,35.0,Level-170,0.0
2.8,2.75,English,GPOG_FT,6.0,No,Yes,Domestic,Female,HighSchool,0 to 18,86.0,20.0,Level-160,1.0
3.547619,3.022727,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,84.0,21.0,Level-161,1.0
2.681818,2.340909,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-171,1.0
3.25,2.673077,Other,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,71.0,36.0,Level-141,1.0
3.645833,2.717391,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,67.0,23.0,Level-160,1.0
0.0,,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,72.0,14.0,,0.0
1.62,1.5,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,75.0,19.0,Level-160,1.0
3.895833,2.86,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-170,1.0
1.125,2.0,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,0,21 to 25,,36.0,Level-161,1.0
4.019231,4.23913,English,GPOG_FT,6.0,Yes,No,Domestic,Male,PostSecondary,21 to 25,103.0,,Level-170,1.0
2.96,3.26,English,GPOG_FT,6.0,No,Yes,Domestic,Female,HighSchool,21 to 25,83.0,47.0,Level-170,1.0
2.547619,0.25,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,75.0,35.0,Level-170,1.0
3.1875,3.634615,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-171,1.0
0.0,0.0,Other,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,77.0,39.0,Level-170,0.0
3.931818,3.956522,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,21 to 25,69.0,,,1.0
3.909091,3.604167,English,GPOG_FT,6.0,No,No,Domestic,Female,PostSecondary,21 to 25,84.0,38.0,Level-170,1.0
1.782609,2.138889,Other,Intl Regular,6.0,No,No,International,Female,HighSchool,19 to 20,,13.0,Level-141,1.0
1.388889,1.111111,English,GPOG_FT,6.0,No,Yes,Domestic,Male,0,26 to 30,,39.0,Level-171,1.0
3.804348,3.645833,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,,Level-171,1.0
3.583333,2.526316,Other,Second Career Program,6.0,No,No,Domestic,Male,0,51 to 60,,49.0,Level-171,1.0
1.119048,0.785714,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,63.0,35.0,Level-160,1.0
0.0,,English,GPOG_FT,6.0,No,Yes,Domestic,Female,HighSchool,0 to 18,64.0,18.0,Level-160,0.0
2.173913,2.157895,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,19 to 20,,36.0,Level-161,1.0
2.333333,1.972222,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-141,1.0
2.142857,1.947368,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,21 to 25,,33.0,Level-171,1.0
2.642857,2.181818,Other,GPOG_FT,6.0,No,No,Domestic,Male,0,21 to 25,44.0,,Level-141,1.0
2.92,3.240741,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,21 to 25,,,Level-140,1.0
2.409091,3.365385,Other,Intl Regular,6.0,Yes,Yes,International,Male,HighSchool,21 to 25,,,Level-170,1.0
3.309524,2.847826,Other,GPOG_FT,6.0,No,Yes,Domestic,Female,HighSchool,19 to 20,71.0,29.0,Level-160,1.0
4.5,4.384615,Other,Intl Regular,6.0,No,No,International,Male,0,19 to 20,,46.0,Level-141,1.0
2.583333,2.865385,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
2.947368,3.111111,English,GPOG_FT,6.0,No,No,Domestic,Female,0,21 to 25,,27.0,Level-170,1.0
2.9,2.4,Other,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,71.0,29.0,Level-160,1.0
2.975,2.75,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,79.0,29.0,Level-170,1.0
3.652174,3.62,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,21 to 25,68.0,29.0,Level-160,1.0
3.575,3.952381,,Intl Regular,6.0,No,No,International,Male,HighSchool,0 to 18,,49.0,Level-141,1.0
2.0,1.863636,English,GPOG_FT,6.0,No,No,Domestic,Male,0,21 to 25,,14.0,Level-140,1.0
0.97619,0.0,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,74.0,45.0,Level-170,0.0
,,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,26 to 30,108.0,49.0,Level-170,0.0
2.0,1.909091,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,70.0,38.0,Level-170,1.0
2.55,3.294118,Other,GPOG_FT,6.0,No,No,Domestic,Female,HighSchool,21 to 25,79.0,21.0,Level-171,1.0
2.083333,2.019231,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,21 to 25,,,Level-161,1.0
2.263158,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,83.0,23.0,Level-170,0.0
3.977273,4.043478,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,92.0,43.0,Level-170,1.0
1.269231,0.266667,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,62.0,16.0,Level-161,1.0
4.173913,4.02,English,GPOG_FT,6.0,Yes,Yes,Domestic,Male,PostSecondary,31 to 35,,,Level-170,1.0
1.863636,2.428571,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,64.0,11.0,Level-140,1.0
3.380952,2.5,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,97.0,19.0,Level-171,1.0
3.543478,3.692308,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
4.363636,3.736842,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,96.0,28.0,Level-170,1.0
2.978261,2.769231,English,Intl Regular,6.0,Yes,Yes,International,Female,PostSecondary,21 to 25,,28.0,Level-161,1.0
4.214286,3.772727,English,GPOG_FT,6.0,No,No,Domestic,Female,PostSecondary,26 to 30,92.0,43.0,Level-170,1.0
0.0,0.0,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,68.0,23.0,Level-170,0.0
,,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,60.0,13.0,Level-140,0.0
4.2,3.631579,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,90.0,35.0,Level-170,1.0
3.565217,3.403846,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,21 to 25,,,Level-160,1.0
3.94,4.022727,English,GPOG_FT,6.0,No,Yes,Domestic,Female,PostSecondary,21 to 25,,25.0,Level-170,1.0
0.0,,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,19 to 20,,,Level-160,0.0
0.0,,Other,Intl Regular,6.0,Yes,No,International,Male,0,26 to 30,,,Level-160,0.0
0.0,0.0,Other,Second Career Program,6.0,No,No,Domestic,Male,0,21 to 25,,16.0,Level-160,0.0
4.09375,1.022727,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,21 to 25,77.0,44.0,Level-170,0.0
0.5,,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-171,0.0
4.282609,4.027778,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,19 to 20,,45.0,Level-171,1.0
4.369565,4.461538,English,GPOG_FT,6.0,Yes,No,Domestic,Male,PostSecondary,26 to 30,96.0,,Level-170,1.0
1.647059,1.869565,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,0 to 18,,34.0,Level-161,1.0
1.176471,,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,,Level-160,0.0
0.0,0.0,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,67.0,34.0,Level-160,1.0
0.18,0.0,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,54.0,17.0,Level-160,0.0
4.261905,3.704545,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,36 to 40,,49.0,Level-161,1.0
2.7,1.944444,English,GPOG_FT,6.0,No,Yes,Domestic,Female,PostSecondary,21 to 25,90.0,37.0,Level-170,1.0
2.454545,1.695652,Other,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,73.0,35.0,Level-141,0.0
3.526316,3.1,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,79.0,,Level-170,1.0
1.82,2.777778,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,57.0,,Level-170,1.0
2.0,0.0,Other,Intl Regular,6.0,No,No,International,Female,PostSecondary,19 to 20,,22.0,Level-141,0.0
1.676471,2.6,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,67.0,,Level-170,1.0
2.1,1.75,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,72.0,21.0,Level-160,1.0
3.673077,3.782609,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-171,1.0
4.5,,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,26 to 30,90.0,42.0,Level-170,0.0
2.117647,1.9,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,19 to 20,,28.0,Level-160,0.0
0.0,,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,21 to 25,,42.0,Level-130,0.0
1.933333,2.770833,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,19 to 20,,34.0,Level-161,1.0
2.173913,3.02381,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-171,1.0
2.65,2.275,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,31 to 35,,,,0.0
1.173913,,English,Apprentice_PS,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,71.0,15.0,Level-160,0.0
2.526316,2.368421,Other,GPOG_FT,6.0,No,No,Domestic,Male,0,19 to 20,75.0,25.0,Level-160,1.0
1.55,2.184211,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,76.0,28.0,Level-160,1.0
3.869565,3.071429,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,31 to 35,,34.0,Level-161,0.0
4.136364,3.804348,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,75.0,48.0,Level-170,1.0
4.065217,3.217391,,Intl Regular,6.0,No,No,International,Male,HighSchool,21 to 25,,48.0,Level-141,1.0
4.38,4.26087,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-161,1.0
3.4,3.386364,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,26 to 30,,,Level-161,1.0
4.25,4.090909,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,21 to 25,91.0,30.0,Level-170,1.0
2.547619,,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,21 to 25,74.0,13.0,Level-160,0.0
1.725,1.75,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-141,1.0
2.1,1.428571,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,69.0,27.0,Level-160,1.0
1.884615,0.882353,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,19 to 20,,28.0,Level-161,1.0
